country_code,category_code,record_type,attribute_group,brand,product_type,product_name,attribute,value
IN,FC,spider_attribute_score,appearance and texture,Coppertone,Cream,CN754W_COPPERTONE Water Babies Light Lotion SPF50_CN754W,ft_sticky,21.85714286
IN,FC,spider_attribute_score,appearance and texture,Coppertone,Cream,CN754W_COPPERTONE Water Babies Light Lotion SPF50_CN754W,ft_peaking,19.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,gloss_rate,17.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,consistency_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,ft_firmness,33.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,ft_stringiness,34.85714286
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,integrity_of_shape_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,ft_sticky,30.92857143
IN,FC,spider_attribute_score,appearance and texture,Decorte,Cream,J14W_DECORTE Very Water Resistant Sunscreen SPF50_J14W,ft_peaking,30.57142857
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,consistency_rate,3.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,ft_firmness,15.5
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,ft_stringiness,15.35714286
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,integrity_of_shape_rate,2.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,transparency_rate,8.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,ft_sticky,15.42857143
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN567W_Dot & Key Vitamin C + E Super Bright Sunscreen SPF 50_IN567W,ft_peaking,15.42857143
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,consistency_rate,3.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,ft_firmness,15.21428571
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,ft_stringiness,15.21428571
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,integrity_of_shape_rate,2.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,transparency_rate,9.0
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,ft_sticky,15.35714286
IN,FC,spider_attribute_score,appearance and texture,Dot Key,Cream,IN710W_DOT KEY Vitamin C E Super Bright Sunscreen SPF50_IN710W,ft_peaking,15.07142857
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,gloss_rate,17.0
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,consistency_rate,7.0
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,ft_firmness,38.64285714
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,ft_stringiness,22.57142857
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,integrity_of_shape_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,transparency_rate,8.0
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,ft_sticky,30.92857143
IN,FC,spider_attribute_score,appearance and texture,Dr Sheths,Cream,IN566W_Dr. Sheths Ceramide & Vitamin C Sunscreen SPF 50+ PA+++ _IN566W,ft_peaking,29.07142857
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,consistency_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,ft_firmness,30.5
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,ft_stringiness,24.14285714
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,integrity_of_shape_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,transparency_rate,7.0
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,ft_sticky,26.28571429
IN,FC,spider_attribute_score,appearance and texture,Estee Lauder,Cream,IN563W_ESTEE LAUDER Perfectionist Pro Multi Defense Aqua UV Gel SPF 50_IN563W,ft_peaking,27.57142857
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,consistency_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,ft_firmness,27.53333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,ft_stringiness,58.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,integrity_of_shape_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,ft_sticky,33.13333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN780W_EUCERIN anti pigment dual serum_IN780W,ft_peaking,26.46666666666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,gloss_rate,14.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,consistency_rate,7.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,ft_firmness,37.4
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,ft_stringiness,29.8
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,integrity_of_shape_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,ft_sticky,32.13333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN782W_EUCERIN pigment control SPF50_IN782W,ft_peaking,38.26666666666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,consistency_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,ft_firmness,27.6
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,ft_stringiness,25.33333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,integrity_of_shape_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,ft_sticky,26.4
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN784W_EUCERIN anti pigment day care SPF30_IN784W,ft_peaking,25.4
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,gloss_rate,17.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,consistency_rate,7.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,ft_firmness,38.93333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,ft_stringiness,31.6
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,integrity_of_shape_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,ft_sticky,34.06666666666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,IN785W_EUCERIN anti pigment night care_IN785W,ft_peaking,41.4
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,gloss_rate,16.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,consistency_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,ft_firmness,26.71428571
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,ft_stringiness,52.14285714
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,integrity_of_shape_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,transparency_rate,8.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,ft_sticky,29.28571429
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH255S_EUCERIN spotless brightening booster serum_TH255S,ft_peaking,29.35714286
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,gloss_rate,17.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,consistency_rate,6.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,ft_firmness,29.46666666666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,ft_stringiness,31.33333333333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,integrity_of_shape_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,ft_sticky,28.06666666666666
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,TH269W_EUCERIN spotless brightening body lotion_TH269W,ft_peaking,32.8
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,gloss_rate,17.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,consistency_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,ft_firmness,30.93333333
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,ft_stringiness,33.66666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,integrity_of_shape_rate,4.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,transparency_rate,8.0
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,ft_sticky,29.66666667
IN,FC,spider_attribute_score,appearance and texture,Eucerin,Cream,US242S_EUCERIN Hyaluron Filler epigenetic serum_US242S,ft_peaking,28.4
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,consistency_rate,3.0
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,ft_firmness,14.78571428571429
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,ft_stringiness,14.85714285714286
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,integrity_of_shape_rate,2.0
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,transparency_rate,10.0
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,ft_sticky,15.35714285714286
IN,FC,spider_attribute_score,appearance and texture,Florasis,Cream,CN762W_FLORASIS Yurong Intense Repair Essential Sunscreen SPF50_CN762W,ft_peaking,14.78571428571429
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,gloss_rate,18.0
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,consistency_rate,2.0
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,ft_firmness,17.0
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,ft_stringiness,16.6
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,integrity_of_shape_rate,1.0
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,transparency_rate,5.0
IN,FC,spider_attribute_score,appearance and texture,Garnier,Cream,IN620S_GARNIER Vitamin C Serum_IN620S,ft_sticky,16.8
